"KIQ029.Code.or.Value","KIQ029.Value.Description","KIQ029.Count","KIQ029.Cumulative","KIQ029.Skip.to.Item"
"1","Yes",96,96,NA
"2","No",450,546,NA
"7","Refused",0,546,NA
"9","Don't know",8,554,NA
".","Missing",5015,5569,NA
