"TYXP101.Code.or.Value","TYXP101.Value.Description","TYXP101.Count","TYXP101.Cumulative","TYXP101.Skip.to.Item"
"-280 to 188","Range of Values",5562,5562,NA
".","Missing",23,5585,NA
