"TYXA166.Code.or.Value","TYXA166.Value.Description","TYXA166.Count","TYXA166.Cumulative","TYXA166.Skip.to.Item"
"0.09 to 6.381","Range of Values",1708,1708,NA
".","Missing",3877,5585,NA
