"AUQ080.Code.or.Value","AUQ080.Value.Description","AUQ080.Count","AUQ080.Cumulative","AUQ080.Skip.to.Item"
"1","Yes",159,159,"AUQ395"
"2","No",52,211,""
"7","Refused",0,211,""
"9","Don't know",3,214,""
".","Missing",8683,8897,""
