"CIQD030.Code.or.Value","CIQD030.Value.Description","CIQD030.Count","CIQD030.Cumulative","CIQD030.Skip.to.Item"
"1","Yes",83,83,NA
"2","No",30,113,NA
"7","Refuse",0,113,NA
"9","Don't know",1,114,NA
".","Missing",736,850,NA
