"DBQ100.Code.or.Value","DBQ100.Value.Description","DBQ100.Count","DBQ100.Cumulative","DBQ100.Skip.to.Item"
"1","Rarely,",1652,1652,NA
"2","Occasionaly, or",1506,3158,NA
"3","Very often?",1180,4338,NA
"7","Refused",0,4338,NA
"9","Don't know",0,4338,NA
".","Missing",5627,9965,NA
