"AUXRR206.Code.or.Value","AUXRR206.Value.Description","AUXRR206.Count","AUXRR206.Cumulative","AUXRR206.Skip.to.Item"
"-33 to 89","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
