"KIQ300.Code.or.Value","KIQ300.Value.Description","KIQ300.Count","KIQ300.Cumulative","KIQ300.Skip.to.Item"
"1","Yes",38,38,NA
"2","No",47,85,NA
"7","Refused",0,85,NA
"9","Don't know",0,85,NA
".","Missing",4795,4880,NA
