"WBXA037.Code.or.Value","WBXA037.Value.Description","WBXA037.Count","WBXA037.Cumulative","WBXA037.Skip.to.Item"
"-9.6516 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
