"CIQP01.Code.or.Value","CIQP01.Value.Description","CIQP01.Count","CIQP01.Cumulative","CIQP01.Skip.to.Item"
"1","Yes",180,180,"CIQP03"
"2","No",511,691,""
"7","Refuse",0,691,""
"9","Don't know",1,692,""
".","Missing",158,850,""
