"DBQ370.Code.or.Value","DBQ370.Value.Description","DBQ370.Count","DBQ370.Cumulative","DBQ370.Skip.to.Item"
"1","Yes",2124,2124,""
"2","No",74,2198,"DBQ400"
"7","Refused",0,2198,"DBQ400"
"9","Don't know",1,2199,"DBQ400"
".","Missing",7055,9254,""
