"AUXLR133.Code.or.Value","AUXLR133.Value.Description","AUXLR133.Count","AUXLR133.Cumulative","AUXLR133.Skip.to.Item"
"-29 to 76","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
