"TYXP173.Code.or.Value","TYXP173.Value.Description","TYXP173.Count","TYXP173.Cumulative","TYXP173.Skip.to.Item"
"-297 to 168","Range of Values",1350,1350,NA
".","Missing",4235,5585,NA
