"AUXLR181.Code.or.Value","AUXLR181.Value.Description","AUXLR181.Count","AUXLR181.Cumulative","AUXLR181.Skip.to.Item"
"-20 to 82","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
