"AUXRR259.Code.or.Value","AUXRR259.Value.Description","AUXRR259.Count","AUXRR259.Cumulative","AUXRR259.Skip.to.Item"
"-32 to 76","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
