"CIQG14.Code.or.Value","CIQG14.Value.Description","CIQG14.Count","CIQG14.Cumulative","CIQG14.Skip.to.Item"
"1","Yes",34,34,NA
"2","No",39,73,NA
"7","Refused",0,73,NA
"9","Don't know",2,75,NA
".","Missing",775,850,NA
