"AUXRR277.Code.or.Value","AUXRR277.Value.Description","AUXRR277.Count","AUXRR277.Cumulative","AUXRR277.Skip.to.Item"
"-29 to 74","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
