"AUDTYL60.Code.or.Value","AUDTYL60.Value.Description","AUDTYL60.Count","AUDTYL60.Cumulative","AUDTYL60.Skip.to.Item"
"0 to 2.63","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
