"TYXA062.Code.or.Value","TYXA062.Value.Description","TYXA062.Count","TYXA062.Cumulative","TYXA062.Skip.to.Item"
"0.09 to 6.443","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
