"AUDTYR55.Code.or.Value","AUDTYR55.Value.Description","AUDTYR55.Count","AUDTYR55.Cumulative","AUDTYR55.Skip.to.Item"
"0 to 4.38","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
