"AUDTYR46.Code.or.Value","AUDTYR46.Value.Description","AUDTYR46.Count","AUDTYR46.Cumulative","AUDTYR46.Skip.to.Item"
"0 to 4.03","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
