"AUXRR239.Code.or.Value","AUXRR239.Value.Description","AUXRR239.Count","AUXRR239.Cumulative","AUXRR239.Skip.to.Item"
"-35 to 90","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
