"AUXLR157.Code.or.Value","AUXLR157.Value.Description","AUXLR157.Count","AUXLR157.Cumulative","AUXLR157.Skip.to.Item"
"-17 to 75","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
