"AUDTYL41.Code.or.Value","AUDTYL41.Value.Description","AUDTYL41.Count","AUDTYL41.Cumulative","AUDTYL41.Skip.to.Item"
"0 to 4.25","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
