"RFXC161.Code.or.Value","RFXC161.Value.Description","RFXC161.Count","RFXC161.Cumulative","RFXC161.Skip.to.Item"
"-4.583 to 4.913","Range of Values",33667,33667,NA
".","Missing",54,33721,NA
