"AUXRR207.Code.or.Value","AUXRR207.Value.Description","AUXRR207.Count","AUXRR207.Cumulative","AUXRR207.Skip.to.Item"
"-39 to 52","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
