"SMQ935.Code.or.Value","SMQ935.Value.Description","SMQ935.Count","SMQ935.Cumulative","SMQ935.Skip.to.Item"
"1","Every day",5,5,""
"2","Some Days",57,62,""
"3","Not at all",1481,1543,"SMQ890"
"7","Refused",0,1543,"SMQ890"
"9","Don't know",0,1543,"SMQ890"
".","Missing",5458,7001,""
