"TYXA060.Code.or.Value","TYXA060.Value.Description","TYXA060.Count","TYXA060.Cumulative","TYXA060.Skip.to.Item"
"0.09 to 6.436","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
