"AUXLR109.Code.or.Value","AUXLR109.Value.Description","AUXLR109.Count","AUXLR109.Cumulative","AUXLR109.Skip.to.Item"
"-57 to 93","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
