"AUXRR217.Code.or.Value","AUXRR217.Value.Description","AUXRR217.Count","AUXRR217.Cumulative","AUXRR217.Skip.to.Item"
"-44 to 45","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
