"AUXRR216.Code.or.Value","AUXRR216.Value.Description","AUXRR216.Count","AUXRR216.Cumulative","AUXRR216.Skip.to.Item"
"-43 to 48","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
