"SMQ230.Code.or.Value","SMQ230.Value.Description","SMQ230.Count","SMQ230.Cumulative","SMQ230.Skip.to.Item"
"1","Every day",33,33,NA
"2","Some days",20,53,NA
"3","Not at all",152,205,NA
"7","Refused",0,205,NA
"9","Don't know",0,205,NA
".","Missing",4836,5041,NA
