"OHQ011.Code.or.Value","OHQ011.Value.Description","OHQ011.Count","OHQ011.Cumulative","OHQ011.Skip.to.Item"
"11","Excellent",771,771,NA
"12","Very good",1052,1823,NA
"13","Good",2040,3863,NA
"14","Fair",1359,5222,NA
"15","Poor",991,6213,NA
"77","Refused",1,6214,NA
"99","Don't know",14,6228,NA
".","Missing",0,6228,NA
