"AUXLR117.Code.or.Value","AUXLR117.Value.Description","AUXLR117.Count","AUXLR117.Cumulative","AUXLR117.Skip.to.Item"
"-45 to 69","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
