"TYXP068.Code.or.Value","TYXP068.Value.Description","TYXP068.Count","TYXP068.Cumulative","TYXP068.Skip.to.Item"
"-185 to 158","Range of Values",5581,5581,NA
".","Missing",4,5585,NA
