"CIQD110.Code.or.Value","CIQD110.Value.Description","CIQD110.Count","CIQD110.Cumulative","CIQD110.Skip.to.Item"
"1","Yes",85,85,""
"2","No",20,105,"CIQD112"
"7","Refuse",0,105,"CIQD112"
"9","Don't know",8,113,"CIQD112"
".","Missing",737,850,""
