"CBQ600.Code.or.Value","CBQ600.Value.Description","CBQ600.Count","CBQ600.Cumulative","CBQ600.Skip.to.Item"
"1","Yes",1221,1221,"CBQ610"
"2","No",1931,3152,""
"7","Refused",1,3153,""
"9","Don't know",2,3155,""
".","Missing",6601,9756,""
