"CIQD093.Code.or.Value","CIQD093.Value.Description","CIQD093.Count","CIQD093.Cumulative","CIQD093.Skip.to.Item"
"1","Yes",21,21,NA
"2","No",16,37,NA
"7","Refuse",0,37,NA
"9","Don't know",0,37,NA
".","Missing",813,850,NA
