"AUXRR136.Code.or.Value","AUXRR136.Value.Description","AUXRR136.Count","AUXRR136.Cumulative","AUXRR136.Skip.to.Item"
"-39 to 65","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
