"AUXRR157.Code.or.Value","AUXRR157.Value.Description","AUXRR157.Count","AUXRR157.Cumulative","AUXRR157.Skip.to.Item"
"-30 to 62","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
