"TYXA139.Code.or.Value","TYXA139.Value.Description","TYXA139.Count","TYXA139.Cumulative","TYXA139.Skip.to.Item"
"0.09 to 6.377","Range of Values",4315,4315,NA
".","Missing",1270,5585,NA
