"RFXC009.Code.or.Value","RFXC009.Value.Description","RFXC009.Count","RFXC009.Cumulative","RFXC009.Skip.to.Item"
"-4.318 to 4.296","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
