"AUXRR123.Code.or.Value","AUXRR123.Value.Description","AUXRR123.Count","AUXRR123.Cumulative","AUXRR123.Skip.to.Item"
"-51 to 100","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
