"WBXA039.Code.or.Value","WBXA039.Value.Description","WBXA039.Count","WBXA039.Cumulative","WBXA039.Skip.to.Item"
"-6.9508 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
