"LBD195LC.Code.or.Value","LBD195LC.Value.Description","LBD195LC.Count","LBD195LC.Cumulative","LBD195LC.Skip.to.Item"
"0","detectable result",3,3,NA
"1","below detectable limit",2227,2230,NA
".","Missing",317,2547,NA
