"AUXRR149.Code.or.Value","AUXRR149.Value.Description","AUXRR149.Count","AUXRR149.Cumulative","AUXRR149.Skip.to.Item"
"-6 to 65","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
