"AUXLR210.Code.or.Value","AUXLR210.Value.Description","AUXLR210.Count","AUXLR210.Cumulative","AUXLR210.Skip.to.Item"
"-50 to 49","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
