"AUDTYR04.Code.or.Value","AUDTYR04.Value.Description","AUDTYR04.Count","AUDTYR04.Cumulative","AUDTYR04.Skip.to.Item"
"0 to 0.97","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
