"SMQ750.Code.or.Value","SMQ750.Value.Description","SMQ750.Count","SMQ750.Cumulative","SMQ750.Skip.to.Item"
"1 to 10","Range of Values",19,19,NA
"77","Refused",0,19,NA
"99","Don't know",0,19,NA
".","Missing",7350,7369,NA
