"AUDTYL78.Code.or.Value","AUDTYL78.Value.Description","AUDTYL78.Count","AUDTYL78.Cumulative","AUDTYL78.Skip.to.Item"
"0 to 0.88","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
