"AUQ610.Code.or.Value","AUQ610.Value.Description","AUQ610.Count","AUQ610.Cumulative","AUQ610.Skip.to.Item"
"1 to 24","Range of Values",177,177,NA
"77","Refused",0,177,NA
"99","Don't know",14,191,NA
".","Missing",2940,3131,NA
