"AUXRR106.Code.or.Value","AUXRR106.Value.Description","AUXRR106.Count","AUXRR106.Cumulative","AUXRR106.Skip.to.Item"
"-73 to 71","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
