"PAQ605.Code.or.Value","PAQ605.Value.Description","PAQ605.Count","PAQ605.Cumulative","PAQ605.Skip.to.Item"
"1","Yes",1303,1303,""
"2","No",5802,7105,"PAQ620"
"7","Refused",0,7105,"PAQ620"
"9","Don't know",0,7105,"PAQ620"
".","Missing",2254,9359,""
