"AUXRR223.Code.or.Value","AUXRR223.Value.Description","AUXRR223.Count","AUXRR223.Cumulative","AUXRR223.Skip.to.Item"
"-23 to 55","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
