"AUXLR130.Code.or.Value","AUXLR130.Value.Description","AUXLR130.Count","AUXLR130.Cumulative","AUXLR130.Skip.to.Item"
"-20 to 69","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
