"AUXRR248.Code.or.Value","AUXRR248.Value.Description","AUXRR248.Count","AUXRR248.Cumulative","AUXRR248.Skip.to.Item"
"-21 to 54","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
