"RHQ370.Code.or.Value","RHQ370.Value.Description","RHQ370.Count","RHQ370.Cumulative","RHQ370.Skip.to.Item"
"15 to 52","Range of Values",108,108,NA
"777","Refused",0,108,NA
"999","Don't know",0,108,NA
".","Missing",3757,3865,NA
