"SMQ670.Code.or.Value","SMQ670.Value.Description","SMQ670.Count","SMQ670.Cumulative","SMQ670.Skip.to.Item"
"1","Yes",71,71,NA
"2","No",50,121,NA
"7","Refused",0,121,NA
"9","Don't know",1,122,NA
".","Missing",6668,6790,NA
