"AUXLR129.Code.or.Value","AUXLR129.Value.Description","AUXLR129.Count","AUXLR129.Cumulative","AUXLR129.Skip.to.Item"
"-21 to 104","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
