"AUXLR165.Code.or.Value","AUXLR165.Value.Description","AUXLR165.Count","AUXLR165.Cumulative","AUXLR165.Skip.to.Item"
"-7 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
