"FSD071.Code.or.Value","FSD071.Value.Description","FSD071.Count","FSD071.Cumulative","FSD071.Skip.to.Item"
"1","Yes",712,712,NA
"2","No",2616,3328,NA
"7","Refused",0,3328,NA
"9","Don't know",0,3328,NA
".","Missing",6847,10175,NA
