"DUQ250.Code.or.Value","DUQ250.Value.Description","DUQ250.Count","DUQ250.Cumulative","DUQ250.Skip.to.Item"
"1","Yes",660,660,""
"2","No",33,693,"DUQ290"
"7","Refused",1,694,"DUQ290"
"9","Don't know",1,695,"DUQ290"
".","Missing",3930,4625,""
