"RHQ131.Code.or.Value","RHQ131.Value.Description","RHQ131.Count","RHQ131.Cumulative","RHQ131.Skip.to.Item"
"1","Yes",2115,2115,""
"2","No",368,2483,"RHD280"
"7","Refused",4,2487,"RHD280"
"9","Don't know",1,2488,"RHD280"
".","Missing",798,3286,""
