"TYXP002.Code.or.Value","TYXP002.Value.Description","TYXP002.Count","TYXP002.Cumulative","TYXP002.Skip.to.Item"
"161 to 199","Range of Values",5585,5585,NA
".","Missing",0,5585,NA
